tahun,jumlah_kendaraan_pribadi,jumlah_angkutan_umum,perbandingan
2008-12-31,6264393.0,88409.0,0.014112939593668532
2009-12-31,6688913.0,91455.0,0.013672625133560564
2010-12-31,7340783.0,89978.0,0.012257275552212892
2011-12-31,7979983.0,92351.0,0.011572831671445917
2012-12-31,8452843.0,103815.0,0.012281666653456121
2013-12-31,9257801.0,104147.0,0.011249647729520218
2014-12-31,9902917.0,112724.0,0.011382908692459
