"tanggal","stasiun","max"
"2018-12-19",DKI2 (Kelapa Gading),195.0000
"2018-12-20",DKI2 (Kelapa Gading),69.0000
"2018-12-21",DKI2 (Kelapa Gading),52.0000
"2018-12-22",DKI2 (Kelapa Gading),47.0000
"2018-12-23",DKI2 (Kelapa Gading),40.0000
"2018-12-24",DKI2 (Kelapa Gading),35.0000
"2018-12-25",DKI2 (Kelapa Gading),43.0000
"2018-12-26",DKI2 (Kelapa Gading),33.0000
"2018-12-27",DKI2 (Kelapa Gading),50.0000
"2018-12-28",DKI2 (Kelapa Gading),49.0000
"2018-12-29",DKI2 (Kelapa Gading),37.0000
"2018-12-30",DKI2 (Kelapa Gading),33.0000
"2018-12-31",DKI2 (Kelapa Gading),39.0000
"2019-08-01",DKI2 (Kelapa Gading),102.0000
"2019-08-02",DKI2 (Kelapa Gading),84.0000
"2019-08-03",DKI2 (Kelapa Gading),80.0000
"2019-08-04",DKI2 (Kelapa Gading),71.0000
"2019-08-05",DKI2 (Kelapa Gading),81.0000
"2019-08-06",DKI2 (Kelapa Gading),114.0000
"2019-08-07",DKI2 (Kelapa Gading),79.0000
"2019-08-08",DKI2 (Kelapa Gading),98.0000
"2019-08-09",DKI2 (Kelapa Gading),91.0000
"2019-08-10",DKI2 (Kelapa Gading),82.0000
"2019-08-11",DKI2 (Kelapa Gading),68.0000
"2019-08-12",DKI2 (Kelapa Gading),71.0000
"2019-08-13",DKI2 (Kelapa Gading),70.0000
"2019-08-14",DKI2 (Kelapa Gading),67.0000
"2019-08-15",DKI2 (Kelapa Gading),72.0000
"2019-08-16",DKI2 (Kelapa Gading),88.0000
"2019-08-17",DKI2 (Kelapa Gading),88.0000
"2019-08-18",DKI2 (Kelapa Gading),66.0000
"2019-08-19",DKI2 (Kelapa Gading),153.0000
"2019-08-20",DKI2 (Kelapa Gading),103.0000
"2019-08-21",DKI2 (Kelapa Gading),70.0000
"2019-08-22",DKI2 (Kelapa Gading),70.0000
"2019-08-23",DKI2 (Kelapa Gading),77.0000
"2019-08-24",DKI2 (Kelapa Gading),77.0000
"2019-08-25",DKI2 (Kelapa Gading),100.0000
"2019-08-26",DKI2 (Kelapa Gading),98.0000
"2019-08-27",DKI2 (Kelapa Gading),79.0000
"2019-08-28",DKI2 (Kelapa Gading),70.0000
"2019-08-29",DKI2 (Kelapa Gading),69.0000
"2019-08-30",DKI2 (Kelapa Gading),72.0000
"2019-08-31",DKI2 (Kelapa Gading),76.0000
"2019-04-01",DKI2 (Kelapa Gading),96.0000
"2019-04-02",DKI2 (Kelapa Gading),86.0000
"2019-04-03",DKI2 (Kelapa Gading),74.0000
"2019-04-04",DKI2 (Kelapa Gading),61.0000
"2019-04-05",DKI2 (Kelapa Gading),59.0000
"2019-04-06",DKI2 (Kelapa Gading),71.0000
"2019-04-07",DKI2 (Kelapa Gading),87.0000
"2019-04-08",DKI2 (Kelapa Gading),98.0000
"2019-04-09",DKI2 (Kelapa Gading),85.0000
"2019-04-10",DKI2 (Kelapa Gading),103.0000
"2019-04-11",DKI2 (Kelapa Gading),90.0000
"2019-04-12",DKI2 (Kelapa Gading),78.0000
"2019-04-13",DKI2 (Kelapa Gading),62.0000
"2019-04-14",DKI2 (Kelapa Gading),99.0000
"2019-04-15",DKI2 (Kelapa Gading),88.0000
"2019-04-16",DKI2 (Kelapa Gading),103.0000
"2019-04-17",DKI2 (Kelapa Gading),69.0000
"2019-04-18",DKI2 (Kelapa Gading),96.0000
"2019-04-19",DKI2 (Kelapa Gading),49.0000
"2019-04-20",DKI2 (Kelapa Gading),66.0000
"2019-04-21",DKI2 (Kelapa Gading),69.0000
"2019-04-22",DKI2 (Kelapa Gading),60.0000
"2019-04-23",DKI2 (Kelapa Gading),61.0000
"2019-04-24",DKI2 (Kelapa Gading),42.0000
"2019-04-25",DKI2 (Kelapa Gading),67.0000
"2019-04-26",DKI2 (Kelapa Gading),79.0000
"2019-04-27",DKI2 (Kelapa Gading),55.0000
"2019-04-28",DKI2 (Kelapa Gading),65.0000
"2019-04-29",DKI2 (Kelapa Gading),53.0000
"2019-04-30",DKI2 (Kelapa Gading),59.0000
"2019-12-01",DKI2 (Kelapa Gading),63.0000
"2019-12-02",DKI2 (Kelapa Gading),84.0000
"2019-12-03",DKI2 (Kelapa Gading),75.0000
"2019-12-04",DKI2 (Kelapa Gading),57.0000
"2019-12-05",DKI2 (Kelapa Gading),55.0000
"2019-12-06",DKI2 (Kelapa Gading),56.0000
"2019-12-07",DKI2 (Kelapa Gading),48.0000
"2019-12-08",DKI2 (Kelapa Gading),52.0000
"2019-12-09",DKI2 (Kelapa Gading),79.0000
"2019-12-10",DKI2 (Kelapa Gading),73.0000
"2019-12-11",DKI2 (Kelapa Gading),142.0000
"2019-12-12",DKI2 (Kelapa Gading),74.0000
"2019-12-13",DKI2 (Kelapa Gading),80.0000
"2019-12-14",DKI2 (Kelapa Gading),68.0000
"2019-12-15",DKI2 (Kelapa Gading),78.0000
"2019-12-16",DKI2 (Kelapa Gading),76.0000
"2019-12-17",DKI2 (Kelapa Gading),62.0000
"2019-12-18",DKI2 (Kelapa Gading),90.0000
"2019-12-19",DKI2 (Kelapa Gading),74.0000
"2019-12-20",DKI2 (Kelapa Gading),73.0000
"2019-12-21",DKI2 (Kelapa Gading),72.0000
"2019-12-22",DKI2 (Kelapa Gading),53.0000
"2019-12-23",DKI2 (Kelapa Gading),77.0000
"2019-12-24",DKI2 (Kelapa Gading),68.0000
"2019-12-25",DKI2 (Kelapa Gading),54.0000
"2019-12-26",DKI2 (Kelapa Gading),68.0000
"2019-12-27",DKI2 (Kelapa Gading),62.0000
"2019-12-28",DKI2 (Kelapa Gading),64.0000
"2019-12-29",DKI2 (Kelapa Gading),59.0000
"2019-12-30",DKI2 (Kelapa Gading),89.0000
"2019-12-31",DKI2 (Kelapa Gading),46.0000
"2019-02-01",DKI2 (Kelapa Gading),51.0000
"2019-02-02",DKI2 (Kelapa Gading),51.0000
"2019-02-03",DKI2 (Kelapa Gading),43.0000
"2019-02-04",DKI2 (Kelapa Gading),46.0000
"2019-02-05",DKI2 (Kelapa Gading),47.0000
"2019-02-06",DKI2 (Kelapa Gading),34.0000
"2019-02-07",DKI2 (Kelapa Gading),70.0000
"2019-02-08",DKI2 (Kelapa Gading),63.0000
"2019-02-09",DKI2 (Kelapa Gading),75.0000
"2019-02-10",DKI2 (Kelapa Gading),56.0000
"2019-02-11",DKI2 (Kelapa Gading),50.0000
"2019-02-12",DKI2 (Kelapa Gading),56.0000
"2019-02-13",DKI2 (Kelapa Gading),54.0000
"2019-02-14",DKI2 (Kelapa Gading),70.0000
"2019-02-15",DKI2 (Kelapa Gading),43.0000
"2019-02-16",DKI2 (Kelapa Gading),38.0000
"2019-02-17",DKI2 (Kelapa Gading),63.0000
"2019-02-18",DKI2 (Kelapa Gading),64.0000
"2019-02-19",DKI2 (Kelapa Gading),71.0000
"2019-02-20",DKI2 (Kelapa Gading),60.0000
"2019-02-21",DKI2 (Kelapa Gading),65.0000
"2019-02-22",DKI2 (Kelapa Gading),60.0000
"2019-02-23",DKI2 (Kelapa Gading),91.0000
"2019-02-24",DKI2 (Kelapa Gading),73.0000
"2019-02-25",DKI2 (Kelapa Gading),64.0000
"2019-02-26",DKI2 (Kelapa Gading),60.0000
"2019-02-27",DKI2 (Kelapa Gading),58.0000
"2019-02-28",DKI2 (Kelapa Gading),54.0000
"2019-01-01",DKI2 (Kelapa Gading),71.0000
"2019-01-02",DKI2 (Kelapa Gading),79.0000
"2019-01-03",DKI2 (Kelapa Gading),65.0000
"2019-01-04",DKI2 (Kelapa Gading),64.0000
"2019-01-05",DKI2 (Kelapa Gading),39.0000
"2019-01-06",DKI2 (Kelapa Gading),105.0000
"2019-01-07",DKI2 (Kelapa Gading),53.0000
"2019-01-08",DKI2 (Kelapa Gading),113.0000
"2019-01-09",DKI2 (Kelapa Gading),66.0000
"2019-01-10",DKI2 (Kelapa Gading),64.0000
"2019-01-11",DKI2 (Kelapa Gading),38.0000
"2019-01-12",DKI2 (Kelapa Gading),33.0000
"2019-01-13",DKI2 (Kelapa Gading),40.0000
"2019-01-14",DKI2 (Kelapa Gading),49.0000
"2019-01-15",DKI2 (Kelapa Gading),58.0000
"2019-01-16",DKI2 (Kelapa Gading),49.0000
"2019-01-17",DKI2 (Kelapa Gading),45.0000
"2019-01-18",DKI2 (Kelapa Gading),45.0000
"2019-01-19",DKI2 (Kelapa Gading),35.0000
"2019-01-20",DKI2 (Kelapa Gading),56.0000
"2019-01-21",DKI2 (Kelapa Gading),52.0000
"2019-01-22",DKI2 (Kelapa Gading),22.0000
"2019-01-23",DKI2 (Kelapa Gading),41.0000
"2019-01-24",DKI2 (Kelapa Gading),35.0000
"2019-01-25",DKI2 (Kelapa Gading),43.0000
"2019-01-26",DKI2 (Kelapa Gading),50.0000
"2019-01-27",DKI2 (Kelapa Gading),42.0000
"2019-01-28",DKI2 (Kelapa Gading),39.0000
"2019-01-29",DKI2 (Kelapa Gading),34.0000
"2019-01-30",DKI2 (Kelapa Gading),46.0000
"2019-01-31",DKI2 (Kelapa Gading),45.0000
"2019-07-01",DKI2 (Kelapa Gading),70.0000
"2019-07-02",DKI2 (Kelapa Gading),67.0000
"2019-07-03",DKI2 (Kelapa Gading),74.0000
"2019-07-04",DKI2 (Kelapa Gading),78.0000
"2019-07-05",DKI2 (Kelapa Gading),91.0000
"2019-07-06",DKI2 (Kelapa Gading),58.0000
"2019-07-07",DKI2 (Kelapa Gading),56.0000
"2019-07-08",DKI2 (Kelapa Gading),61.0000
"2019-07-09",DKI2 (Kelapa Gading),111.0000
"2019-07-10",DKI2 (Kelapa Gading),82.0000
"2019-07-11",DKI2 (Kelapa Gading),67.0000
"2019-07-12",DKI2 (Kelapa Gading),
"2019-07-13",DKI2 (Kelapa Gading),147.0000
"2019-07-14",DKI2 (Kelapa Gading),149.0000
"2019-07-15",DKI2 (Kelapa Gading),70.0000
"2019-07-16",DKI2 (Kelapa Gading),77.0000
"2019-07-17",DKI2 (Kelapa Gading),82.0000
"2019-07-18",DKI2 (Kelapa Gading),73.0000
"2019-07-19",DKI2 (Kelapa Gading),68.0000
"2019-07-20",DKI2 (Kelapa Gading),102.0000
"2019-07-21",DKI2 (Kelapa Gading),91.0000
"2019-07-22",DKI2 (Kelapa Gading),100.0000
"2019-07-23",DKI2 (Kelapa Gading),83.0000
"2019-07-24",DKI2 (Kelapa Gading),76.0000
"2019-07-25",DKI2 (Kelapa Gading),123.0000
"2019-07-26",DKI2 (Kelapa Gading),83.0000
"2019-07-27",DKI2 (Kelapa Gading),73.0000
"2019-07-28",DKI2 (Kelapa Gading),77.0000
"2019-07-29",DKI2 (Kelapa Gading),75.0000
"2019-07-30",DKI2 (Kelapa Gading),99.0000
"2019-07-31",DKI2 (Kelapa Gading),83.0000
"2019-06-01",DKI2 (Kelapa Gading),104.0000
"2019-06-02",DKI2 (Kelapa Gading),106.0000
"2019-06-03",DKI2 (Kelapa Gading),77.0000
"2019-06-04",DKI2 (Kelapa Gading),75.0000
"2019-06-05",DKI2 (Kelapa Gading),64.0000
"2019-06-06",DKI2 (Kelapa Gading),52.0000
"2019-06-07",DKI2 (Kelapa Gading),52.0000
"2019-06-08",DKI2 (Kelapa Gading),105.0000
"2019-06-09",DKI2 (Kelapa Gading),92.0000
"2019-06-10",DKI2 (Kelapa Gading),71.0000
"2019-06-11",DKI2 (Kelapa Gading),87.0000
"2019-06-12",DKI2 (Kelapa Gading),92.0000
"2019-06-13",DKI2 (Kelapa Gading),105.0000
"2019-06-14",DKI2 (Kelapa Gading),72.0000
"2019-06-15",DKI2 (Kelapa Gading),93.0000
"2019-06-16",DKI2 (Kelapa Gading),89.0000
"2019-06-17",DKI2 (Kelapa Gading),68.0000
"2019-06-18",DKI2 (Kelapa Gading),69.0000
"2019-06-19",DKI2 (Kelapa Gading),80.0000
"2019-06-20",DKI2 (Kelapa Gading),94.0000
"2019-06-21",DKI2 (Kelapa Gading),79.0000
"2019-06-22",DKI2 (Kelapa Gading),110.0000
"2019-06-23",DKI2 (Kelapa Gading),79.0000
"2019-06-24",DKI2 (Kelapa Gading),70.0000
"2019-06-25",DKI2 (Kelapa Gading),89.0000
"2019-06-26",DKI2 (Kelapa Gading),84.0000
"2019-06-27",DKI2 (Kelapa Gading),137.0000
"2019-06-28",DKI2 (Kelapa Gading),81.0000
"2019-06-29",DKI2 (Kelapa Gading),173.0000
"2019-06-30",DKI2 (Kelapa Gading),63.0000
"2019-03-01",DKI2 (Kelapa Gading),38.0000
"2019-03-02",DKI2 (Kelapa Gading),51.0000
"2019-03-03",DKI2 (Kelapa Gading),78.0000
"2019-03-04",DKI2 (Kelapa Gading),61.0000
"2019-03-05",DKI2 (Kelapa Gading),64.0000
"2019-03-06",DKI2 (Kelapa Gading),42.0000
"2019-03-07",DKI2 (Kelapa Gading),55.0000
"2019-03-08",DKI2 (Kelapa Gading),76.0000
"2019-03-09",DKI2 (Kelapa Gading),92.0000
"2019-03-10",DKI2 (Kelapa Gading),164.0000
"2019-03-11",DKI2 (Kelapa Gading),55.0000
"2019-03-12",DKI2 (Kelapa Gading),34.0000
"2019-03-13",DKI2 (Kelapa Gading),50.0000
"2019-03-14",DKI2 (Kelapa Gading),80.0000
"2019-03-15",DKI2 (Kelapa Gading),85.0000
"2019-03-16",DKI2 (Kelapa Gading),60.0000
"2019-03-17",DKI2 (Kelapa Gading),48.0000
"2019-03-18",DKI2 (Kelapa Gading),47.0000
"2019-03-19",DKI2 (Kelapa Gading),33.0000
"2019-03-20",DKI2 (Kelapa Gading),33.0000
"2019-03-21",DKI2 (Kelapa Gading),37.0000
"2019-03-22",DKI2 (Kelapa Gading),45.0000
"2019-03-23",DKI2 (Kelapa Gading),39.0000
"2019-03-24",DKI2 (Kelapa Gading),40.0000
"2019-03-25",DKI2 (Kelapa Gading),37.0000
"2019-03-26",DKI2 (Kelapa Gading),58.0000
"2019-03-27",DKI2 (Kelapa Gading),72.0000
"2019-03-28",DKI2 (Kelapa Gading),96.0000
"2019-03-29",DKI2 (Kelapa Gading),69.0000
"2019-03-30",DKI2 (Kelapa Gading),87.0000
"2019-03-31",DKI2 (Kelapa Gading),84.0000
"2019-05-01",DKI2 (Kelapa Gading),56.0000
"2019-05-02",DKI2 (Kelapa Gading),29.0000
"2019-05-03",DKI2 (Kelapa Gading),59.0000
"2019-05-04",DKI2 (Kelapa Gading),72.0000
"2019-05-05",DKI2 (Kelapa Gading),65.0000
"2019-05-06",DKI2 (Kelapa Gading),69.0000
"2019-05-07",DKI2 (Kelapa Gading),63.0000
"2019-05-08",DKI2 (Kelapa Gading),74.0000
"2019-05-09",DKI2 (Kelapa Gading),81.0000
"2019-05-10",DKI2 (Kelapa Gading),87.0000
"2019-05-11",DKI2 (Kelapa Gading),49.0000
"2019-05-12",DKI2 (Kelapa Gading),61.0000
"2019-05-13",DKI2 (Kelapa Gading),66.0000
"2019-05-14",DKI2 (Kelapa Gading),73.0000
"2019-05-15",DKI2 (Kelapa Gading),68.0000
"2019-05-16",DKI2 (Kelapa Gading),111.0000
"2019-05-17",DKI2 (Kelapa Gading),100.0000
"2019-05-18",DKI2 (Kelapa Gading),88.0000
"2019-05-19",DKI2 (Kelapa Gading),92.0000
"2019-05-20",DKI2 (Kelapa Gading),73.0000
"2019-05-21",DKI2 (Kelapa Gading),80.0000
"2019-05-22",DKI2 (Kelapa Gading),68.0000
"2019-05-23",DKI2 (Kelapa Gading),64.0000
"2019-05-24",DKI2 (Kelapa Gading),69.0000
"2019-05-25",DKI2 (Kelapa Gading),72.0000
"2019-05-26",DKI2 (Kelapa Gading),90.0000
"2019-05-27",DKI2 (Kelapa Gading),70.0000
"2019-05-28",DKI2 (Kelapa Gading),65.0000
"2019-05-29",DKI2 (Kelapa Gading),66.0000
"2019-05-30",DKI2 (Kelapa Gading),67.0000
"2019-05-31",DKI2 (Kelapa Gading),62.0000
"2019-11-01",DKI2 (Kelapa Gading),120.0000
"2019-11-02",DKI2 (Kelapa Gading),87.0000
"2019-11-03",DKI2 (Kelapa Gading),86.0000
"2019-11-04",DKI2 (Kelapa Gading),137.0000
"2019-11-05",DKI2 (Kelapa Gading),118.0000
"2019-11-06",DKI2 (Kelapa Gading),107.0000
"2019-11-07",DKI2 (Kelapa Gading),108.0000
"2019-11-08",DKI2 (Kelapa Gading),133.0000
"2019-11-09",DKI2 (Kelapa Gading),138.0000
"2019-11-10",DKI2 (Kelapa Gading),90.0000
"2019-11-11",DKI2 (Kelapa Gading),106.0000
"2019-11-12",DKI2 (Kelapa Gading),92.0000
"2019-11-13",DKI2 (Kelapa Gading),92.0000
"2019-11-14",DKI2 (Kelapa Gading),76.0000
"2019-11-15",DKI2 (Kelapa Gading),73.0000
"2019-11-16",DKI2 (Kelapa Gading),69.0000
"2019-11-17",DKI2 (Kelapa Gading),83.0000
"2019-11-18",DKI2 (Kelapa Gading),141.0000
"2019-11-19",DKI2 (Kelapa Gading),72.0000
"2019-11-20",DKI2 (Kelapa Gading),105.0000
"2019-11-21",DKI2 (Kelapa Gading),103.0000
"2019-11-22",DKI2 (Kelapa Gading),112.0000
"2019-11-23",DKI2 (Kelapa Gading),102.0000
"2019-11-24",DKI2 (Kelapa Gading),79.0000
"2019-11-25",DKI2 (Kelapa Gading),79.0000
"2019-11-26",DKI2 (Kelapa Gading),81.0000
"2019-11-27",DKI2 (Kelapa Gading),66.0000
"2019-11-28",DKI2 (Kelapa Gading),72.0000
"2019-11-29",DKI2 (Kelapa Gading),65.0000
"2019-11-30",DKI2 (Kelapa Gading),53.0000
"2019-10-01",DKI2 (Kelapa Gading),83.0000
"2019-10-02",DKI2 (Kelapa Gading),84.0000
"2019-10-03",DKI2 (Kelapa Gading),88.0000
"2019-10-04",DKI2 (Kelapa Gading),146.0000
"2019-10-05",DKI2 (Kelapa Gading),70.0000
"2019-10-06",DKI2 (Kelapa Gading),110.0000
"2019-10-07",DKI2 (Kelapa Gading),92.0000
"2019-10-08",DKI2 (Kelapa Gading),85.0000
"2019-10-09",DKI2 (Kelapa Gading),74.0000
"2019-10-10",DKI2 (Kelapa Gading),100.0000
"2019-10-11",DKI2 (Kelapa Gading),109.0000
"2019-10-12",DKI2 (Kelapa Gading),80.0000
"2019-10-13",DKI2 (Kelapa Gading),98.0000
"2019-10-14",DKI2 (Kelapa Gading),93.0000
"2019-10-15",DKI2 (Kelapa Gading),75.0000
"2019-10-16",DKI2 (Kelapa Gading),103.0000
"2019-10-17",DKI2 (Kelapa Gading),85.0000
"2019-10-18",DKI2 (Kelapa Gading),60.0000
"2019-10-19",DKI2 (Kelapa Gading),65.0000
"2019-10-20",DKI2 (Kelapa Gading),80.0000
"2019-10-21",DKI2 (Kelapa Gading),73.0000
"2019-10-22",DKI2 (Kelapa Gading),102.0000
"2019-10-23",DKI2 (Kelapa Gading),93.0000
"2019-10-24",DKI2 (Kelapa Gading),80.0000
"2019-10-25",DKI2 (Kelapa Gading),67.0000
"2019-10-26",DKI2 (Kelapa Gading),85.0000
"2019-10-27",DKI2 (Kelapa Gading),83.0000
"2019-10-28",DKI2 (Kelapa Gading),68.0000
"2019-10-29",DKI2 (Kelapa Gading),78.0000
"2019-10-30",DKI2 (Kelapa Gading),120.0000
"2019-10-31",DKI2 (Kelapa Gading),82.0000
"2019-09-01",DKI2 (Kelapa Gading),74.0000
"2019-09-02",DKI2 (Kelapa Gading),75.0000
"2019-09-03",DKI2 (Kelapa Gading),96.0000
"2019-09-04",DKI2 (Kelapa Gading),76.0000
"2019-09-05",DKI2 (Kelapa Gading),71.0000
"2019-09-06",DKI2 (Kelapa Gading),77.0000
"2019-09-07",DKI2 (Kelapa Gading),73.0000
"2019-09-08",DKI2 (Kelapa Gading),69.0000
"2019-09-09",DKI2 (Kelapa Gading),69.0000
"2019-09-10",DKI2 (Kelapa Gading),64.0000
"2019-09-11",DKI2 (Kelapa Gading),85.0000
"2019-09-12",DKI2 (Kelapa Gading),134.0000
"2019-09-13",DKI2 (Kelapa Gading),112.0000
"2019-09-14",DKI2 (Kelapa Gading),91.0000
"2019-09-15",DKI2 (Kelapa Gading),74.0000
"2019-09-16",DKI2 (Kelapa Gading),67.0000
"2019-09-17",DKI2 (Kelapa Gading),66.0000
"2019-09-18",DKI2 (Kelapa Gading),88.0000
"2019-09-19",DKI2 (Kelapa Gading),69.0000
"2019-09-20",DKI2 (Kelapa Gading),66.0000
"2019-09-21",DKI2 (Kelapa Gading),120.0000
"2019-09-22",DKI2 (Kelapa Gading),84.0000
"2019-09-23",DKI2 (Kelapa Gading),70.0000
"2019-09-24",DKI2 (Kelapa Gading),73.0000
"2019-09-25",DKI2 (Kelapa Gading),82.0000
"2019-09-26",DKI2 (Kelapa Gading),74.0000
"2019-09-27",DKI2 (Kelapa Gading),68.0000
"2019-09-28",DKI2 (Kelapa Gading),66.0000
"2019-09-29",DKI2 (Kelapa Gading),74.0000
"2019-09-30",DKI2 (Kelapa Gading),79.0000
"2020-08-01",DKI2 (Kelapa Gading),90.0000
"2020-08-02",DKI2 (Kelapa Gading),102.0000
"2020-08-03",DKI2 (Kelapa Gading),88.0000
"2020-08-04",DKI2 (Kelapa Gading),73.0000
"2020-08-05",DKI2 (Kelapa Gading),81.0000
"2020-08-06",DKI2 (Kelapa Gading),72.0000
"2020-08-07",DKI2 (Kelapa Gading),69.0000
"2020-08-08",DKI2 (Kelapa Gading),63.0000
"2020-08-09",DKI2 (Kelapa Gading),58.0000
"2020-08-10",DKI2 (Kelapa Gading),58.0000
"2020-08-11",DKI2 (Kelapa Gading),61.0000
"2020-08-12",DKI2 (Kelapa Gading),72.0000
"2020-08-13",DKI2 (Kelapa Gading),51.0000
"2020-08-14",DKI2 (Kelapa Gading),49.0000
"2020-08-15",DKI2 (Kelapa Gading),48.0000
"2020-08-16",DKI2 (Kelapa Gading),57.0000
"2020-08-17",DKI2 (Kelapa Gading),56.0000
"2020-08-18",DKI2 (Kelapa Gading),69.0000
"2020-08-19",DKI2 (Kelapa Gading),69.0000
"2020-08-20",DKI2 (Kelapa Gading),54.0000
"2020-08-21",DKI2 (Kelapa Gading),54.0000
"2020-08-22",DKI2 (Kelapa Gading),63.0000
"2020-08-23",DKI2 (Kelapa Gading),69.0000
"2020-08-24",DKI2 (Kelapa Gading),68.0000
"2020-08-25",DKI2 (Kelapa Gading),66.0000
"2020-08-26",DKI2 (Kelapa Gading),67.0000
"2020-08-27",DKI2 (Kelapa Gading),65.0000
"2020-08-28",DKI2 (Kelapa Gading),74.0000
"2020-08-29",DKI2 (Kelapa Gading),62.0000
"2020-08-30",DKI2 (Kelapa Gading),70.0000
"2020-08-31",DKI2 (Kelapa Gading),84.0000
"2020-04-01",DKI2 (Kelapa Gading),90.0000
"2020-04-02",DKI2 (Kelapa Gading),57.0000
"2020-04-03",DKI2 (Kelapa Gading),62.0000
"2020-04-04",DKI2 (Kelapa Gading),83.0000
"2020-04-05",DKI2 (Kelapa Gading),82.0000
"2020-04-06",DKI2 (Kelapa Gading),55.0000
"2020-04-07",DKI2 (Kelapa Gading),47.0000
"2020-04-08",DKI2 (Kelapa Gading),55.0000
"2020-04-09",DKI2 (Kelapa Gading),56.0000
"2020-04-10",DKI2 (Kelapa Gading),86.0000
"2020-04-11",DKI2 (Kelapa Gading),124.0000
"2020-04-12",DKI2 (Kelapa Gading),95.0000
"2020-04-13",DKI2 (Kelapa Gading),63.0000
"2020-04-14",DKI2 (Kelapa Gading),68.0000
"2020-04-15",DKI2 (Kelapa Gading),52.0000
"2020-04-16",DKI2 (Kelapa Gading),52.0000
"2020-04-17",DKI2 (Kelapa Gading),68.0000
"2020-04-18",DKI2 (Kelapa Gading),91.0000
"2020-04-19",DKI2 (Kelapa Gading),97.0000
"2020-04-20",DKI2 (Kelapa Gading),76.0000
"2020-04-21",DKI2 (Kelapa Gading),58.0000
"2020-04-22",DKI2 (Kelapa Gading),77.0000
"2020-04-23",DKI2 (Kelapa Gading),53.0000
"2020-04-24",DKI2 (Kelapa Gading),56.0000
"2020-04-25",DKI2 (Kelapa Gading),58.0000
"2020-04-26",DKI2 (Kelapa Gading),62.0000
"2020-04-27",DKI2 (Kelapa Gading),84.0000
"2020-04-28",DKI2 (Kelapa Gading),72.0000
"2020-04-29",DKI2 (Kelapa Gading),64.0000
"2020-04-30",DKI2 (Kelapa Gading),64.0000
"2020-12-01",DKI2 (Kelapa Gading),45.0000
"2020-12-02",DKI2 (Kelapa Gading),53.0000
"2020-12-03",DKI2 (Kelapa Gading),68.0000
"2020-12-04",DKI2 (Kelapa Gading),57.0000
"2020-12-05",DKI2 (Kelapa Gading),41.0000
"2020-12-06",DKI2 (Kelapa Gading),52.0000
"2020-12-07",DKI2 (Kelapa Gading),38.0000
"2020-12-08",DKI2 (Kelapa Gading),44.0000
"2020-12-09",DKI2 (Kelapa Gading),44.0000
"2020-12-10",DKI2 (Kelapa Gading),33.0000
"2020-12-11",DKI2 (Kelapa Gading),43.0000
"2020-12-12",DKI2 (Kelapa Gading),46.0000
"2020-12-13",DKI2 (Kelapa Gading),46.0000
"2020-12-14",DKI2 (Kelapa Gading),54.0000
"2020-12-15",DKI2 (Kelapa Gading),50.0000
"2020-12-16",DKI2 (Kelapa Gading),43.0000
"2020-12-17",DKI2 (Kelapa Gading),46.0000
"2020-12-18",DKI2 (Kelapa Gading),46.0000
"2020-12-19",DKI2 (Kelapa Gading),48.0000
"2020-12-20",DKI2 (Kelapa Gading),55.0000
"2020-12-21",DKI2 (Kelapa Gading),33.0000
"2020-12-22",DKI2 (Kelapa Gading),46.0000
"2020-12-23",DKI2 (Kelapa Gading),59.0000
"2020-12-24",DKI2 (Kelapa Gading),63.0000
"2020-12-25",DKI2 (Kelapa Gading),38.0000
"2020-12-26",DKI2 (Kelapa Gading),46.0000
"2020-12-27",DKI2 (Kelapa Gading),39.0000
"2020-12-28",DKI2 (Kelapa Gading),44.0000
"2020-12-29",DKI2 (Kelapa Gading),45.0000
"2020-12-30",DKI2 (Kelapa Gading),54.0000
"2020-12-31",DKI2 (Kelapa Gading),64.0000
"2020-02-01",DKI2 (Kelapa Gading),50.0000
"2020-02-02",DKI2 (Kelapa Gading),36.0000
"2020-02-03",DKI2 (Kelapa Gading),49.0000
"2020-02-04",DKI2 (Kelapa Gading),36.0000
"2020-02-05",DKI2 (Kelapa Gading),38.0000
"2020-02-06",DKI2 (Kelapa Gading),63.0000
"2020-02-07",DKI2 (Kelapa Gading),54.0000
"2020-02-08",DKI2 (Kelapa Gading),45.0000
"2020-02-09",DKI2 (Kelapa Gading),43.0000
"2020-02-10",DKI2 (Kelapa Gading),91.0000
"2020-02-11",DKI2 (Kelapa Gading),75.0000
"2020-02-12",DKI2 (Kelapa Gading),76.0000
"2020-02-13",DKI2 (Kelapa Gading),80.0000
"2020-02-14",DKI2 (Kelapa Gading),
"2020-02-15",DKI2 (Kelapa Gading),64.0000
"2020-02-16",DKI2 (Kelapa Gading),70.0000
"2020-02-17",DKI2 (Kelapa Gading),51.0000
"2020-02-18",DKI2 (Kelapa Gading),46.0000
"2020-02-19",DKI2 (Kelapa Gading),33.0000
"2020-02-20",DKI2 (Kelapa Gading),32.0000
"2020-02-21",DKI2 (Kelapa Gading),30.0000
"2020-02-22",DKI2 (Kelapa Gading),48.0000
"2020-02-23",DKI2 (Kelapa Gading),34.0000
"2020-02-24",DKI2 (Kelapa Gading),35.0000
"2020-02-25",DKI2 (Kelapa Gading),31.0000
"2020-02-26",DKI2 (Kelapa Gading),34.0000
"2020-02-27",DKI2 (Kelapa Gading),43.0000
"2020-02-28",DKI2 (Kelapa Gading),42.0000
"2020-02-29",DKI2 (Kelapa Gading),60.0000
