tahun,max,jumlah_penduduk
01/01/2014,66.03128767123280,10015712.000169200
01/01/2015,59.23054794520540,10196584.45649990
01/01/2016,61.20669421487600,10282365.321700000
01/01/2017,65.45117808219170,9514039.897899990
01/01/2018,76.4494794520548,10735399.617299000
01/01/2019,79.42008219178080,10945270.556056300
01/01/2020,63.23980874316930,11082459.39788000
