tahun,max,jumlah_kendaraan_pribadi,jumlah_angkutan_umum,perbandingan
2010-12-31,58.84438287292818,7340783.0,89978.0,0.012257275552212892
2011-12-31,75.32054794520546,7979983.0,92351.0,0.011572831671445917
2012-12-31,98.63688497267759,8452843.0,103815.0,0.012281666653456121
2013-12-31,79.76990876712331,9257801.0,104147.0,0.011249647729520218
2014-12-31,68.33479452054797,9902917.0,112724.0,0.011382908692459
