tahun,nama_kabupaten_kota,jumlah_penduduk
2014-12-31,KAB.ADM.KEP.SERIBU,25101.0
2015-12-31,KAB.ADM.KEP.SERIBU,25536.83447265625
2016-12-31,KAB.ADM.KEP.SERIBU,27043.5185546875
2017-12-31,KAB.ADM.KEP.SERIBU,24567.474060058594
2018-12-31,KAB.ADM.KEP.SERIBU,28292.55078125
2019-12-31,KAB.ADM.KEP.SERIBU,29012.367431640625
2020-12-31,KAB.ADM.KEP.SERIBU,29234.68017578125
