tahun,jumlah_motor,jumlah_mobil,max
2010.0,4835650.0,2505133.0,58.57986187845305
2011.0,5313995.0,2665988.0,72.09238356164386
2012.0,5650925.0,2801918.0,96.69245901639347
2013.0,6211367.0,3046434.0,77.37397260273973
2014.0,6687375.0,3215542.0,66.03128767123285
